creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,format,language,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,objective,primary_theme,target_age_segment,target_os,creative_launch_date,asset_file,creative_status,best_score,winner_segment,action_hint,global_rank,global_pct,campaign_rank,campaign_pct,vertical_rank,vertical_pct,format_rank,format_pct,vertical_format_rank,vertical_format_pct,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,lifecycle_spend_usd,lifecycle_impressions,lifecycle_revenue_usd,fatigue_day,has_fatigue,ctr_decay_pct,cvr_decay_pct,evidence_ok,low_evidence,perf_score_pct,overall_roas_pct,overall_ipm_pct,overall_cvr_pct,overall_ctr_pct,overall_roas_vs_campaign_median,overall_ipm_vs_vertical_median,perf_score_vs_vertical_format_median
500634,20105,1033,NomadLayer,NomadLayer Flights,travel,rewarded_video,pt,destination,last-minute deal,Book now,Dream destinations await,Special fares today,orange,calm,booking,discount,35-44,iOS,2026-01-23,assets/creative_500634.png,top_performer,0.9180820399113082,top_winner,Scale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925925925925926,12.311159384838898,0.6596492685664231,0.0101357509490963,0.0650814401300215,21585.24,2792393,265739.33,,0,-0.6310388194918493,-0.1444336137976378,True,False,1.0,0.9977827050997783,0.8093126385809313,0.270509977827051,0.9944567627494457,1.7640381791416289,0.3274383503600016,0.17314814814814827
500685,20114,1006,NeonArena,NeonArena Quest,gaming,rewarded_video,pt,competitive,cashback,Install now,Beat your rivals,Play with friends tonight,purple,urgent,install,fantasy,45-54,Both,2026-01-24,assets/creative_500685.png,top_performer,0.9150886917960089,top_winner,Scale,2.0,0.9988913525498891,1.0,1.0,1.0,1.0,2.0,0.99375,1.0,1.0,0.8506172839506173,2.837019747449906,1.796253528355145,0.0104385427059454,0.1720789557465775,14618.09,4212657,41471.81,,0,-0.7752835430832927,-0.0721574176927734,True,False,0.991130820399113,0.6286031042128604,0.975609756097561,0.8647450110864745,0.9977827050997783,0.5867870578176904,0.44227286292315915,0.18888888888888888
500129,20021,1021,RouteBloom,RouteBloom Getaway,travel,rewarded_video,en,product-focus,discover,Order now,Fly smarter,Hotels + flights in one tap,orange,premium,booking,discount,35-44,iOS,2026-02-03,assets/creative_500129.png,top_performer,0.9082705099778271,top_winner,Scale,3.0,0.9977827050997783,1.0,1.0,2.0,0.993103448275862,3.0,0.9875,2.0,0.9782608695652174,0.8969135802469136,9.33692948459687,0.6043905777753683,0.0091992735453966,0.0656998158379373,22115.31,2361056,206489.09,,0,-0.6975265950137368,0.0922013753519599,True,False,0.9988913525498891,0.9733924611973392,0.7926829268292683,0.2771618625277162,0.9822616407982262,2.7324353103043464,0.27217965956894674,0.14413580246913582
500595,20099,1027,WayPoint,WayPoint Travel,travel,rewarded_video,ja,destination,book now,Start now,Dream destinations await,Special fares today,orange,urgent,booking,wanderlust,45-54,Android,2026-02-01,assets/creative_500595.png,top_performer,0.9026164079822618,top_winner,Scale,4.0,0.9966740576496674,1.0,1.0,3.0,0.9862068965517241,4.0,0.98125,3.0,0.9565217391304348,0.8790123456790123,10.41913601589925,0.5521592093916835,0.0083105190476894,0.0664410016056937,21575.86,2772751,224801.82,,0,-0.6929381434272962,-0.1040856953265713,True,False,0.9966740576496674,0.9900221729490022,0.7516629711751663,0.28159645232815966,0.958980044345898,2.298823916071628,0.21994829118526193,0.12623456790123455
500850,20141,1033,NomadLayer,NomadLayer Travel,travel,rewarded_video,en,discount,trending,Install now,Dream destinations await,Special fares today,purple,urgent,booking,destination,45-54,iOS,2026-01-15,assets/creative_500850.png,top_performer,0.9011751662971177,top_winner,Scale,5.0,0.9955654101995566,1.0,1.0,4.0,0.9793103448275862,5.0,0.975,4.0,0.9347826086956522,0.8919753086419754,7.949125860580844,0.6263214939322329,0.009688549421652,0.0646455384262708,20263.93,1800992,161080.53,,0,-0.6477816663903662,0.0680690567218531,True,False,0.9977827050997783,0.9456762749445676,0.7982261640798226,0.26496674057649666,0.9900221729490022,0.5224922673572507,0.29411057572581134,0.13919753086419762
500686,20114,1006,NeonArena,NeonArena Quest,gaming,playable,es,reward,last-minute deal,Shop now,Unlock rare gear,No ads in first week,purple,urgent,install,fantasy,45-54,Both,2026-01-16,assets/creative_500686.png,fatigued,0.8988359201773836,strong_but_fatigued,Refresh,6.0,0.9944567627494457,2.0,0.8333333333333334,2.0,0.993421052631579,1.0,1.0,1.0,1.0,0.8533950617283951,2.86183666761179,1.9951308449136724,0.0096473834521935,0.2068053845688106,19926.85,5136004,57027.39,13.0,1,-0.8572055661138154,-0.0118413323302382,True,False,0.9922394678492239,0.6330376940133038,0.991130820399113,0.9600886917960089,0.9889135254988913,0.6116039779795743,0.6411501794816865,0.14614197530864204
500181,20030,1030,IronQuest,IronQuest Saga,gaming,playable,pt,testimonial,competition,Book now,Win epic rewards,Free rewards for new players,lime,trustworthy,install,competitive,35-44,Both,2026-01-26,assets/creative_500181.png,fatigued,0.8924057649667407,strong_but_fatigued,Refresh,7.0,0.9933481152993349,1.0,1.0,3.0,0.9868421052631579,2.0,0.9736842105263158,2.0,0.9705882352941176,0.8444444444444444,2.626345336017448,2.073982577366754,0.0097601038718554,0.2124959533829718,20967.81,4747388,55068.71,14.0,1,-0.8409725578394248,-0.1496787586629673,True,False,0.9900221729490022,0.6042128603104213,0.9933481152993349,0.9711751662971175,0.991130820399113,0.5059398549989731,0.720001911934768,0.1371913580246914
500055,20009,1009,DriftPass,DriftPass Travel,travel,rewarded_video,it,destination,discover,Install now,Dream destinations await,Flexible booking options,white,playful,booking,discount,18-24,Android,2026-01-16,assets/creative_500055.png,top_performer,0.8894789356984479,top_winner,Scale,8.0,0.9922394678492239,1.0,1.0,5.0,0.9724137931034482,6.0,0.96875,5.0,0.9130434782608695,0.854320987654321,9.660271947292308,0.5214972350603954,0.0079544468219872,0.0655604653259987,32465.85,4182189,313628.94,,0,-0.7755667454809874,-0.1095083589047066,True,False,0.9933481152993349,0.9789356984478935,0.7128603104212861,0.2749445676274945,0.9467849223946785,2.4498665222638643,0.1892863168539738,0.1015432098765432
501031,20171,1027,WayPoint,WayPoint Escapes,travel,rewarded_video,es,discount,last-minute deal,Watch now,Dream destinations await,Flexible booking options,lime,premium,booking,destination,35-44,iOS,2026-01-31,assets/creative_501031.png,top_performer,0.8824944567627495,top_winner,Scale,9.0,0.991130820399113,1.0,1.0,6.0,0.9655172413793104,7.0,0.9625,6.0,0.8913043478260869,0.8546296296296295,7.76488523854619,0.5451273152298418,0.0085205857076723,0.0639776811045961,25184.85,2481989,195557.47,,0,-0.7360573681762795,-0.1333310464354613,True,False,0.9944567627494457,0.9301552106430155,0.7427937915742794,0.25277161862527714,0.9667405764966741,0.6442034976554698,0.21291639702342025,0.10185185185185175
500624,20104,1032,SwiftStack,SwiftStack Invest,fintech,rewarded_video,en,trust,save smarter,Claim reward,Save with confidence,No hidden fees,green,playful,signup,feature-focus,45-54,iOS,2026-01-24,assets/creative_500624.png,fatigued,0.8790465631929046,strong_but_fatigued,Refresh,10.0,0.9900221729490022,1.0,1.0,1.0,1.0,8.0,0.95625,1.0,1.0,0.7354938271604938,7.811191945122399,0.5961755579382381,0.0051937428549112,0.1147872689489226,25616.28,3520775,200093.68,13.0,1,-0.8136166689865809,-0.0022915924020981,True,False,0.9406873614190687,0.9356984478935698,0.7904656319290465,0.8181818181818182,0.5787139689578714,0.9377026736359202,0.21343469087990857,0.013580246913580285
