creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,format,language,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,objective,primary_theme,target_age_segment,target_os,creative_launch_date,asset_file,creative_status,best_score,winner_segment,action_hint,global_rank,global_pct,campaign_rank,campaign_pct,vertical_rank,vertical_pct,format_rank,format_pct,vertical_format_rank,vertical_format_pct,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,lifecycle_spend_usd,lifecycle_impressions,lifecycle_revenue_usd,fatigue_day,has_fatigue,ctr_decay_pct,cvr_decay_pct,evidence_ok,low_evidence,perf_score_pct,overall_roas_pct,overall_ipm_pct,overall_cvr_pct,overall_ctr_pct,overall_roas_vs_campaign_median,overall_ipm_vs_vertical_median,perf_score_vs_vertical_format_median
500477,20079,1007,ThreadMark,ThreadMark Store,ecommerce,banner,fr,testimonial,limited offer,Learn more,Up to 40% off,Only this weekend,lime,calm,purchase,product-focus,45-54,Android,2026-01-18,assets/creative_500477.png,stable,0.39052106430155215,not_top,Review,615.0,0.31929046563192903,2.0,0.5,51.0,0.6296296296296297,39.0,0.7710843373493976,1.0,1.0,0.4148148148148148,2.906737580523143,0.2778205818935216,0.0049853047534314,0.0557279034350499,13086.3,3556252,38038.44,,0,-0.7972856832183872,-0.319068255687974,True,False,0.3835920177383592,0.6385809312638581,0.18403547671840353,0.14634146341463414,0.5199556541019955,0.12789068409119597,-0.026272478858395343,0.2285493827160494
500547,20091,1019,ZenDrop,ZenDrop Market,ecommerce,banner,it,gameplay,new collection,Install now,New collection drop,Only this weekend,teal,urgent,purchase,discount,45-54,iOS,2026-02-08,assets/creative_500547.png,stable,0.3181818181818182,not_top,Review,719.0,0.2039911308203991,5.0,0.3333333333333333,68.0,0.5037037037037037,69.0,0.5903614457831325,2.0,0.9743589743589743,0.3466049382716049,2.405355002312834,0.2674483119268395,0.0046327149471321,0.0577303622128538,21164.51,5017792,50908.16,,0,-0.7991011289918333,0.0105118560213779,True,False,0.27605321507760533,0.5532150776053215,0.1574279379157428,0.1662971175166297,0.4268292682926829,0.07070720310042455,-0.036644748825077456,0.16033950617283949
500656,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,banner,en,testimonial,new collection,Book now,Up to 40% off,Shop bestsellers now,orange,adventurous,purchase,discount,18-24,Android,2026-01-06,assets/creative_500656.png,stable,0.3041019955654102,not_top,Review,735.0,0.18625277161862527,2.0,0.5,72.0,0.4740740740740741,75.0,0.5542168674698795,3.0,0.9487179487179487,0.3373456790123457,2.370332096992046,0.2621433644609032,0.0045917309437067,0.0570903146710257,23321.5,5329145,55279.7,,0,-0.763895833936859,-0.0367007672634271,True,False,0.2572062084257206,0.5443458980044346,0.14079822616407983,0.15853658536585366,0.4223946784922395,-0.43834659526384545,-0.04194969629101375,0.1510802469135803
500800,20133,1025,LuxShelf,LuxShelf Outlet,ecommerce,banner,de,ugc,security,Install now,Limited stock,Shop bestsellers now,teal,playful,purchase,ugc,18-24,iOS,2026-01-19,assets/creative_500800.png,stable,0.28852549889135254,not_top,Review,749.0,0.17073170731707318,4.0,0.5,75.0,0.45185185185185184,80.0,0.5240963855421686,4.0,0.9230769230769231,0.3277777777777778,2.464926176236168,0.2400309620222259,0.0045267078812436,0.0530255029304609,21065.71,5578447,51925.42,,0,-0.8165692708791662,0.0340004537952511,True,False,0.24223946784922396,0.5687361419068736,0.0975609756097561,0.09534368070953436,0.4079822616407982,0.019333576433205657,-0.06406209872969104,0.14151234567901239
500799,20133,1025,LuxShelf,LuxShelf Outlet,ecommerce,banner,de,product-focus,new collection,Learn more,Up to 40% off,Free shipping over $25,pink,adventurous,purchase,ugc,18-24,iOS,2026-01-23,assets/creative_500799.png,stable,0.2641352549889135,not_top,Review,766.0,0.15188470066518847,5.0,0.3333333333333333,82.0,0.4,87.0,0.4819277108433735,5.0,0.8974358974358975,0.2950617283950617,2.4262590233697563,0.2403198301921927,0.0041569527445531,0.0578115376719359,22361.38,5858859,54254.5,,0,-0.7998773597453108,-0.0387626715583843,True,False,0.18070953436807094,0.5576496674057649,0.09977827050997783,0.16851441241685144,0.31263858093126384,-0.0193335764332061,-0.06377323055972425,0.10879629629629628
500119,20019,1019,ZenDrop,ZenDrop Market,ecommerce,interstitial,en,discount,late-night,Try for free,Your next favorite pick,Only this weekend,red,urgent,purchase,product-focus,45-54,Both,2026-01-20,assets/creative_500119.png,stable,0.6802106430155211,not_top,Review,206.0,0.7727272727272727,2.0,0.5,6.0,0.9629629629629629,49.0,0.8309859154929577,1.0,1.0,0.6796296296296296,2.347871612598087,0.474960718440944,0.0078356463702186,0.0606153846153846,22538.66,2903398,52917.88,,0,-0.7566811643612659,-0.3667975014531939,True,False,0.8680709534368071,0.5343680709534369,0.6541019955654102,0.21618625277161863,0.9390243902439024,0.12966685511610843,0.17086765768902706,0.1777777777777777
500155,20025,1025,LuxShelf,LuxShelf Market,ecommerce,interstitial,en,ugc,limited offer,Start now,Your next favorite pick,Shop bestsellers now,beige,calm,purchase,ugc,45-54,Both,2026-01-17,assets/creative_500155.png,stable,0.6095343680709535,not_top,Review,308.0,0.6596452328159645,1.0,1.0,8.0,0.9481481481481482,84.0,0.7077464788732394,2.0,0.96875,0.6126543209876544,2.088866582123336,0.4478016128919959,0.0069009819754354,0.0648895497026338,22584.08,2728887,47175.13,,0,-0.7287313095719402,-0.1130948392716326,True,False,0.7549889135254989,0.4523281596452328,0.6197339246119734,0.26718403547671843,0.8758314855875832,0.18523434322759513,0.14370855214007894,0.1108024691358025
500767,20127,1019,ZenDrop,ZenDrop Club,ecommerce,interstitial,en,discount,limited offer,Shop now,Your next favorite pick,Free shipping over $25,purple,excited,purchase,ugc,25-34,Both,2026-01-31,assets/creative_500767.png,fatigued,0.5737804878048781,not_top,Review,368.0,0.5931263858093127,1.0,1.0,14.0,0.9037037037037037,111.0,0.6126760563380281,3.0,0.9375,0.5827160493827162,2.170208721970705,0.4043525502447575,0.0065696801419655,0.0615482856862167,22150.04,3098781,48070.21,13.0,1,-0.7986800610685432,-0.0002215859320632,True,False,0.7017738359201774,0.4811529933481153,0.5421286031042128,0.22283813747228381,0.8414634146341463,0.032076575783742456,0.10025948949284058,0.08086419753086427
500983,20163,1019,ZenDrop,ZenDrop Store,ecommerce,interstitial,fr,competitive,free shipping,Book now,Flash sale live,Only this weekend,pink,trustworthy,purchase,ugc,18-24,iOS,2026-01-07,assets/creative_500983.png,stable,0.5601995565410199,not_top,Review,391.0,0.5676274944567627,1.0,1.0,15.0,0.8962962962962963,123.0,0.5704225352112676,4.0,0.90625,0.5527777777777777,2.384418920075016,0.3925706115187001,0.0058591887687575,0.0670008472182999,31209.39,4834799,74416.26,,0,-0.8398473502797609,-0.2938855610840056,True,False,0.6407982261640798,0.5465631929046563,0.5121951219512195,0.28713968957871394,0.7217294900221729,-0.033765060549893366,0.08847755076678315,0.05092592592592582
500875,20145,1001,VantaStyle,VantaStyle Shop,ecommerce,interstitial,fr,discount,watch now,Install now,Limited stock,Free shipping over $25,orange,urgent,purchase,testimonial,18-24,Android,2026-01-23,assets/creative_500875.png,stable,0.5480598669623059,not_top,Review,410.0,0.5465631929046563,1.0,1.0,18.0,0.8740740740740741,132.0,0.5387323943661971,5.0,0.875,0.5475308641975308,2.434740228335202,0.3770906021052134,0.0058703634828707,0.0642363293526084,24088.27,4065336,58648.68,,0,-0.8391739623339161,-0.1429503916449086,True,False,0.6241685144124168,0.5609756097560976,0.4789356984478936,0.26053215077605324,0.7261640798226164,0.24255642380986853,0.07299754135329645,0.04567901234567895
